namespace_prefix	namespace_name	repository	repository_url	classification	confirmation_evidence	local_evidence_paths
drugbank	DrugBank	drugbank-targets	https://github.com/biobricks-ai/drugbank-targets	primary-registered-resource	registry provider domain plus namespace-specific metadata token: go.drugbank.com; drugbank	/mnt/raid2/biobricks/drugbank-targets/.bb/brick.jsonld;/mnt/raid2/biobricks/drugbank-targets/.bb/source.jsonld;/mnt/raid2/biobricks/drugbank-targets/dvc.yaml;/mnt/raid2/biobricks/drugbank-targets/stages/01_download.py
drugcentral	DrugCentral	drugcentral	https://github.com/biobricks-ai/drugcentral	primary-registered-resource	registry provider domain plus namespace-specific metadata token: drugcentral.org; drugcentral	/mnt/raid2/biobricks/drugcentral/.bb/brick.jsonld;/mnt/raid2/biobricks/drugcentral/.bb/source.jsonld;/mnt/raid2/biobricks/drugcentral/README.md;/mnt/raid2/biobricks/drugcentral/dvc.yaml
drugcentral	DrugCentral	drugcentral-drugs	https://github.com/biobricks-ai/drugcentral-drugs	primary-registered-resource	registry provider domain plus namespace-specific metadata token: drugcentral.org; drugcentral	/mnt/raid2/biobricks/drugcentral-drugs/.bb/brick.jsonld;/mnt/raid2/biobricks/drugcentral-drugs/.bb/source.jsonld;/mnt/raid2/biobricks/drugcentral-drugs/dvc.yaml;/mnt/raid2/biobricks/drugcentral-drugs/stages/01_download.py
eu89h	JRC Data Catalogue	europa-jrc-qsar-model-database-jrc-da	https://github.com/biobricks-ai/europa-jrc-qsar-model-database-jrc-da	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: http://data.europa.eu/89h|registry provider domain plus namespace-specific metadata token: data.europa.eu; jrc	/mnt/raid2/biobricks/europa-jrc-qsar-model-database-jrc-da/.bb/brick.jsonld;/mnt/raid2/biobricks/europa-jrc-qsar-model-database-jrc-da/dvc.yaml;/mnt/raid2/biobricks/europa-jrc-qsar-model-database-jrc-da/stages/01_download.py;/mnt/raid2/biobricks/europa-jrc-qsar-model-database-jrc-da/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-a-systematic-review-of-physiologically-based-kinet	https://github.com/biobricks-ai/jrc-a-systematic-review-of-physiologically-based-kinet	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-a-systematic-review-of-physiologically-based-kinet/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-a-systematic-review-of-physiologically-based-kinet/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-a-systematic-review-of-physiologically-based-kinet/README.md;/mnt/raid2/biobricks/jrc-a-systematic-review-of-physiologically-based-kinet/dvc.yaml
eu89h	JRC Data Catalogue	jrc-bimmoh-biomedical-models-hub	https://github.com/biobricks-ai/jrc-bimmoh-biomedical-models-hub	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-bimmoh-biomedical-models-hub/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-bimmoh-biomedical-models-hub/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-bimmoh-biomedical-models-hub/README.md;/mnt/raid2/biobricks/jrc-bimmoh-biomedical-models-hub/dvc.yaml
eu89h	JRC Data Catalogue	jrc-car-moa-database	https://github.com/biobricks-ai/jrc-car-moa-database	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: http://data.europa.eu/89h|registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc|registry provider domain plus namespace-specific metadata token: data.europa.eu; jrc	/mnt/raid2/biobricks/jrc-car-moa-database/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-car-moa-database/dvc.yaml;/mnt/raid2/biobricks/jrc-car-moa-database/stages/01_download.py;/mnt/raid2/biobricks/jrc-car-moa-database/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-car-moa-dossier-analysis-database	https://github.com/biobricks-ai/jrc-car-moa-dossier-analysis-database	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-car-moa-dossier-analysis-database/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-car-moa-dossier-analysis-database/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-car-moa-dossier-analysis-database/README.md;/mnt/raid2/biobricks/jrc-car-moa-dossier-analysis-database/dvc.yaml
eu89h	JRC Data Catalogue	jrc-computational-models-for-the-safety-assessment-of	https://github.com/biobricks-ai/jrc-computational-models-for-the-safety-assessment-of	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; catalogue	/mnt/raid2/biobricks/jrc-computational-models-for-the-safety-assessment-of/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-computational-models-for-the-safety-assessment-of/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-computational-models-for-the-safety-assessment-of/README.md;/mnt/raid2/biobricks/jrc-computational-models-for-the-safety-assessment-of/dvc.yaml
eu89h	JRC Data Catalogue	jrc-ecvam-genotox	https://github.com/biobricks-ai/jrc-ecvam-genotox	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-ecvam-genotox/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-ecvam-genotox/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-ecvam-genotox/dvc.yaml;/mnt/raid2/biobricks/jrc-ecvam-genotox/stages/01_download.py
eu89h	JRC Data Catalogue	jrc-ecvam-genotox-carcinogenicity	https://github.com/biobricks-ai/jrc-ecvam-genotox-carcinogenicity	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: http://data.europa.eu/89h|registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc|registry provider domain plus namespace-specific metadata token: data.europa.eu; jrc	/mnt/raid2/biobricks/jrc-ecvam-genotox-carcinogenicity/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-ecvam-genotox-carcinogenicity/dvc.yaml;/mnt/raid2/biobricks/jrc-ecvam-genotox-carcinogenicity/stages/01_download.py;/mnt/raid2/biobricks/jrc-ecvam-genotox-carcinogenicity/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-ecvam-reference-chemicals	https://github.com/biobricks-ai/jrc-ecvam-reference-chemicals	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-ecvam-reference-chemicals/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-ecvam-reference-chemicals/dvc.yaml;/mnt/raid2/biobricks/jrc-ecvam-reference-chemicals/stages/01_download.py;/mnt/raid2/biobricks/jrc-ecvam-reference-chemicals/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-ecvam-repeatdose	https://github.com/biobricks-ai/jrc-ecvam-repeatdose	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-ecvam-repeatdose/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-ecvam-repeatdose/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-ecvam-repeatdose/dvc.yaml;/mnt/raid2/biobricks/jrc-ecvam-repeatdose/stages/01_download.py
eu89h	JRC Data Catalogue	jrc-ecvam-repeated-dose-toxicity	https://github.com/biobricks-ai/jrc-ecvam-repeated-dose-toxicity	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-ecvam-repeated-dose-toxicity/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-ecvam-repeated-dose-toxicity/dvc.yaml;/mnt/raid2/biobricks/jrc-ecvam-repeated-dose-toxicity/stages/01_download.py;/mnt/raid2/biobricks/jrc-ecvam-repeated-dose-toxicity/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab	https://github.com/biobricks-ai/jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab/README.md;/mnt/raid2/biobricks/jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab/dvc.yaml
eu89h	JRC Data Catalogue	jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood	https://github.com/biobricks-ai/jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood/README.md;/mnt/raid2/biobricks/jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood/dvc.yaml
eu89h	JRC Data Catalogue	jrc-eurl-ecvam-kinetic-parameters-dataset	https://github.com/biobricks-ai/jrc-eurl-ecvam-kinetic-parameters-dataset	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-eurl-ecvam-kinetic-parameters-dataset/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-kinetic-parameters-dataset/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-kinetic-parameters-dataset/README.md;/mnt/raid2/biobricks/jrc-eurl-ecvam-kinetic-parameters-dataset/dvc.yaml
eu89h	JRC Data Catalogue	jrc-eurl-ecvam-library-of-reference-chemicals	https://github.com/biobricks-ai/jrc-eurl-ecvam-library-of-reference-chemicals	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-eurl-ecvam-library-of-reference-chemicals/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-library-of-reference-chemicals/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-library-of-reference-chemicals/README.md;/mnt/raid2/biobricks/jrc-eurl-ecvam-library-of-reference-chemicals/dvc.yaml
eu89h	JRC Data Catalogue	jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa	https://github.com/biobricks-ai/jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa/README.md;/mnt/raid2/biobricks/jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa/dvc.yaml
eu89h	JRC Data Catalogue	jrc-expofacts	https://github.com/biobricks-ai/jrc-expofacts	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-expofacts/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-expofacts/dvc.yaml;/mnt/raid2/biobricks/jrc-expofacts/stages/01_download.py;/mnt/raid2/biobricks/jrc-expofacts/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-expofacts-database	https://github.com/biobricks-ai/jrc-expofacts-database	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-expofacts-database/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-expofacts-database/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-expofacts-database/README.md;/mnt/raid2/biobricks/jrc-expofacts-database/dvc.yaml
eu89h	JRC Data Catalogue	jrc-heavy-metals-in-topsoils	https://github.com/biobricks-ai/jrc-heavy-metals-in-topsoils	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-heavy-metals-in-topsoils/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-heavy-metals-in-topsoils/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-heavy-metals-in-topsoils/README.md;/mnt/raid2/biobricks/jrc-heavy-metals-in-topsoils/dvc.yaml
eu89h	JRC Data Catalogue	jrc-high-content-imaging-analysis-of-heparg-cell-line	https://github.com/biobricks-ai/jrc-high-content-imaging-analysis-of-heparg-cell-line	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-high-content-imaging-analysis-of-heparg-cell-line/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-high-content-imaging-analysis-of-heparg-cell-line/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-high-content-imaging-analysis-of-heparg-cell-line/README.md;/mnt/raid2/biobricks/jrc-high-content-imaging-analysis-of-heparg-cell-line/dvc.yaml
eu89h	JRC Data Catalogue	jrc-hts-db-of-nanomaterials-on-hepargs	https://github.com/biobricks-ai/jrc-hts-db-of-nanomaterials-on-hepargs	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-hts-db-of-nanomaterials-on-hepargs/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-hts-db-of-nanomaterials-on-hepargs/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-hts-db-of-nanomaterials-on-hepargs/README.md;/mnt/raid2/biobricks/jrc-hts-db-of-nanomaterials-on-hepargs/dvc.yaml
eu89h	JRC Data Catalogue	jrc-impact-of-chemical-exposures-on-human-infectious-d	https://github.com/biobricks-ai/jrc-impact-of-chemical-exposures-on-human-infectious-d	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-impact-of-chemical-exposures-on-human-infectious-d/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-impact-of-chemical-exposures-on-human-infectious-d/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-impact-of-chemical-exposures-on-human-infectious-d/README.md;/mnt/raid2/biobricks/jrc-impact-of-chemical-exposures-on-human-infectious-d/dvc.yaml
eu89h	JRC Data Catalogue	jrc-jrc-qsar-model-database	https://github.com/biobricks-ai/jrc-jrc-qsar-model-database	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-jrc-qsar-model-database/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-jrc-qsar-model-database/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-jrc-qsar-model-database/README.md;/mnt/raid2/biobricks/jrc-jrc-qsar-model-database/dvc.yaml
eu89h	JRC Data Catalogue	jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas	https://github.com/biobricks-ai/jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas/README.md;/mnt/raid2/biobricks/jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas/dvc.yaml
eu89h	JRC Data Catalogue	jrc-mercury-content-in-the-european-union-topsoil	https://github.com/biobricks-ai/jrc-mercury-content-in-the-european-union-topsoil	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; catalogue	/mnt/raid2/biobricks/jrc-mercury-content-in-the-european-union-topsoil/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-mercury-content-in-the-european-union-topsoil/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-mercury-content-in-the-european-union-topsoil/README.md;/mnt/raid2/biobricks/jrc-mercury-content-in-the-european-union-topsoil/dvc.yaml
eu89h	JRC Data Catalogue	jrc-pesticides-residues-in-european-agricultural-soils	https://github.com/biobricks-ai/jrc-pesticides-residues-in-european-agricultural-soils	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc|registry provider domain plus namespace-specific metadata token: data.europa.eu; jrc	/mnt/raid2/biobricks/jrc-pesticides-residues-in-european-agricultural-soils/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-pesticides-residues-in-european-agricultural-soils/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-pesticides-residues-in-european-agricultural-soils/README.md;/mnt/raid2/biobricks/jrc-pesticides-residues-in-european-agricultural-soils/dvc.yaml
eu89h	JRC Data Catalogue	jrc-resources-for-organ-on-chip-validation-euroocs-rab	https://github.com/biobricks-ai/jrc-resources-for-organ-on-chip-validation-euroocs-rab	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-resources-for-organ-on-chip-validation-euroocs-rab/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-resources-for-organ-on-chip-validation-euroocs-rab/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-resources-for-organ-on-chip-validation-euroocs-rab/README.md;/mnt/raid2/biobricks/jrc-resources-for-organ-on-chip-validation-euroocs-rab/dvc.yaml
eu89h	JRC Data Catalogue	jrc-time-and-concentration-responses-of-heparg	https://github.com/biobricks-ai/jrc-time-and-concentration-responses-of-heparg	primary-registered-resource	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-time-and-concentration-responses-of-heparg/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-time-and-concentration-responses-of-heparg/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-time-and-concentration-responses-of-heparg/README.md;/mnt/raid2/biobricks/jrc-time-and-concentration-responses-of-heparg/dvc.yaml
foodb.compound	FooDB Compound	foodb	https://github.com/biobricks-ai/foodb	primary-registered-resource	registry provider domain plus namespace-specific metadata token: foodb.ca; foodb	/mnt/raid2/biobricks/foodb/.bb/brick.jsonld;/mnt/raid2/biobricks/foodb/dvc.yaml;/mnt/raid2/biobricks/foodb/stages/01_download.py;/mnt/raid2/biobricks/foodb/stages/02_build.py
foodb.compound	FooDB Compound	foodb-compounds-collection-csv	https://github.com/biobricks-ai/foodb-compounds-collection-csv	primary-registered-resource	registry provider domain plus namespace-specific metadata token: foodb.ca; foodb	/mnt/raid2/biobricks/foodb-compounds-collection-csv/.bb/brick.jsonld;/mnt/raid2/biobricks/foodb-compounds-collection-csv/dvc.yaml;/mnt/raid2/biobricks/foodb-compounds-collection-csv/stages/01_download.py;/mnt/raid2/biobricks/foodb-compounds-collection-csv/stages/02_build.py
gdsc	Genomics of Drug Sensitivity in Cancer	gdsc	https://github.com/biobricks-ai/gdsc	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.cancerrxgene.org; gdsc	/mnt/raid2/biobricks/gdsc/.bb/brick.jsonld;/mnt/raid2/biobricks/gdsc/README.md;/mnt/raid2/biobricks/gdsc/dvc.yaml;/mnt/raid2/biobricks/gdsc/stages/01_download_build.py
gtex	GTEx	gtex	https://github.com/biobricks-ai/gtex	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.gtexportal.org; gtex	/mnt/raid2/biobricks/gtex/.bb/brick.jsonld;/mnt/raid2/biobricks/gtex/README.md;/mnt/raid2/biobricks/gtex/dvc.yaml
hmdb	HMDB	hmdb	https://github.com/biobricks-ai/hmdb	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.hmdb.ca; hmdb	/mnt/raid2/biobricks/hmdb/.bb/brick.jsonld;/mnt/raid2/biobricks/hmdb/.bb/source.jsonld;/mnt/raid2/biobricks/hmdb/dvc.yaml;/mnt/raid2/biobricks/hmdb/stages/01_download.py
ice.chem	Integrated Chemical Environment - Chemical data	ice-ntp-toxicology-data	https://github.com/biobricks-ai/ice-ntp-toxicology-data	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ice.ntp.niehs.nih.gov; ice	/mnt/raid2/biobricks/ice-ntp-toxicology-data/.bb/brick.jsonld;/mnt/raid2/biobricks/ice-ntp-toxicology-data/.bb/source.jsonld;/mnt/raid2/biobricks/ice-ntp-toxicology-data/dvc.yaml;/mnt/raid2/biobricks/ice-ntp-toxicology-data/stages/01_download.py
ice.chem	Integrated Chemical Environment - Chemical data	ice-skin-sensitization	https://github.com/biobricks-ai/ice-skin-sensitization	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ice.ntp.niehs.nih.gov; ice	/mnt/raid2/biobricks/ice-skin-sensitization/.bb/brick.jsonld;/mnt/raid2/biobricks/ice-skin-sensitization/dvc.yaml;/mnt/raid2/biobricks/ice-skin-sensitization/stages/01_download.py;/mnt/raid2/biobricks/ice-skin-sensitization/stages/02_build.py
ice.chem	Integrated Chemical Environment - Chemical data	ntp-ice	https://github.com/biobricks-ai/ntp-ice	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ice.ntp.niehs.nih.gov; ice	/mnt/raid2/biobricks/ntp-ice/.bb/brick.jsonld;/mnt/raid2/biobricks/ntp-ice/dvc.yaml;/mnt/raid2/biobricks/ntp-ice/stages/01_download.py;/mnt/raid2/biobricks/ntp-ice/stages/02_build.py
iedb	Immune Epitope Database (IEDB)	iedb-mhc-binding	https://github.com/biobricks-ai/iedb-mhc-binding	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.iedb.org; iedb	/mnt/raid2/biobricks/iedb-mhc-binding/.bb/brick.jsonld;/mnt/raid2/biobricks/iedb-mhc-binding/dvc.yaml;/mnt/raid2/biobricks/iedb-mhc-binding/stages/01_download.py;/mnt/raid2/biobricks/iedb-mhc-binding/stages/02_build.py
kaggle	Kaggle	bace-smiles-kaggle-bench	https://github.com/biobricks-ai/bace-smiles-kaggle-bench	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/bace-smiles-kaggle-bench/.bb/brick.jsonld;/mnt/raid2/biobricks/bace-smiles-kaggle-bench/.bb/source.jsonld;/mnt/raid2/biobricks/bace-smiles-kaggle-bench/dvc.yaml;/mnt/raid2/biobricks/bace-smiles-kaggle-bench/stages/01_download.py
kaggle	Kaggle	kaggle-bigquery-ebi-chembl	https://github.com/biobricks-ai/kaggle-bigquery-ebi-chembl	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-bigquery-ebi-chembl/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-bigquery-ebi-chembl/dvc.yaml;/mnt/raid2/biobricks/kaggle-bigquery-ebi-chembl/stages/01_download.py;/mnt/raid2/biobricks/kaggle-bigquery-ebi-chembl/stages/02_build.py
kaggle	Kaggle	kaggle-chikonzeroselemani-smile-data	https://github.com/biobricks-ai/kaggle-chikonzeroselemani-smile-data	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-chikonzeroselemani-smile-data/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-chikonzeroselemani-smile-data/README.md;/mnt/raid2/biobricks/kaggle-chikonzeroselemani-smile-data/dvc.yaml;/mnt/raid2/biobricks/kaggle-chikonzeroselemani-smile-data/stages/01_download.py
kaggle	Kaggle	kaggle-data-driven-insights-into-chem	https://github.com/biobricks-ai/kaggle-data-driven-insights-into-chem	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-data-driven-insights-into-chem/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-data-driven-insights-into-chem/README.md;/mnt/raid2/biobricks/kaggle-data-driven-insights-into-chem/dvc.yaml;/mnt/raid2/biobricks/kaggle-data-driven-insights-into-chem/stages/01_download.py
kaggle	Kaggle	kaggle-divyansh22-drug-discovery-data	https://github.com/biobricks-ai/kaggle-divyansh22-drug-discovery-data	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-divyansh22-drug-discovery-data/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-divyansh22-drug-discovery-data/dvc.yaml;/mnt/raid2/biobricks/kaggle-divyansh22-drug-discovery-data/stages/01_download.py;/mnt/raid2/biobricks/kaggle-divyansh22-drug-discovery-data/stages/02_build.py
kaggle	Kaggle	kaggle-epicskills-tox21-dataset	https://github.com/biobricks-ai/kaggle-epicskills-tox21-dataset	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-epicskills-tox21-dataset/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-epicskills-tox21-dataset/dvc.yaml;/mnt/raid2/biobricks/kaggle-epicskills-tox21-dataset/stages/01_download.py;/mnt/raid2/biobricks/kaggle-epicskills-tox21-dataset/stages/02_build.py
kaggle	Kaggle	kaggle-fanconic-smiles-toxicity	https://github.com/biobricks-ai/kaggle-fanconic-smiles-toxicity	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-fanconic-smiles-toxicity/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-fanconic-smiles-toxicity/dvc.yaml;/mnt/raid2/biobricks/kaggle-fanconic-smiles-toxicity/stages/01_download.py;/mnt/raid2/biobricks/kaggle-fanconic-smiles-toxicity/stages/02_build.py
kaggle	Kaggle	kaggle-seddiktrk-melting-point-smiles	https://github.com/biobricks-ai/kaggle-seddiktrk-melting-point-smiles	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-seddiktrk-melting-point-smiles/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-seddiktrk-melting-point-smiles/dvc.yaml;/mnt/raid2/biobricks/kaggle-seddiktrk-melting-point-smiles/stages/01_download.py;/mnt/raid2/biobricks/kaggle-seddiktrk-melting-point-smiles/stages/02_build.py
kaggle	Kaggle	kaggle-the-toxicity-prediction-challe	https://github.com/biobricks-ai/kaggle-the-toxicity-prediction-challe	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-the-toxicity-prediction-challe/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-the-toxicity-prediction-challe/README.md;/mnt/raid2/biobricks/kaggle-the-toxicity-prediction-challe/dvc.yaml;/mnt/raid2/biobricks/kaggle-the-toxicity-prediction-challe/stages/01_download.py
kaggle	Kaggle	kaggle-toxicity-threshold-check-task	https://github.com/biobricks-ai/kaggle-toxicity-threshold-check-task	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-toxicity-threshold-check-task/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-toxicity-threshold-check-task/dvc.yaml;/mnt/raid2/biobricks/kaggle-toxicity-threshold-check-task/stages/01_download.py;/mnt/raid2/biobricks/kaggle-toxicity-threshold-check-task/stages/02_build.py
